commodity,location,year,irrigated,non_irr,total
RASPBERRIES,cmz26,2002,0.42,0.00,0.42
RICE,cmz26,2002,483.12,0.00,483.12
SHORT TERM WOODY CROPS,cmz26,2002,1.02,0.00,1.02
SPINACH,cmz26,2002,0.06,0.00,0.06
SQUASH,cmz26,2002,1.90,0.00,1.90
STRAWBERRIES,cmz26,2002,1.08,0.00,1.08
SUGARBEETS,cmz26,2002,5877.91,0.00,5877.91
SWEET CORN,cmz26,2002,5.01,0.00,5.01
SWEET RICE,cmz26,2002,13.40,0.00,13.40
TOMATOES,cmz26,2002,4.96,0.00,4.96
TRITICALE,cmz26,2002,85.20,42.60,127.80
TURNIPS,cmz26,2002,70.35,0.00,70.35
"VEGETABLES, OTHER",cmz26,2002,0.17,0.00,0.17
VEGETABLE TOTALS,cmz26,2002,10728.83,0.00,10728.83
WHEAT,cmz26,2002,19090.47,1898.31,20988.78
WILD RICE,cmz26,2002,760.00,0.00,760.00
ARTICHOKES,cmz31,2002,154.08,0.00,154.08
ASPARAGUS,cmz31,2002,4.64,0.00,4.64
BARLEY,cmz31,2002,1893.30,795.20,2688.50
BEANS,cmz31,2002,0.00,123.04,123.04
BEETS,cmz31,2002,39.41,0.00,39.41
BERRY TOTALS,cmz31,2002,226.10,0.00,226.10
BLACKBERRIES,cmz31,2002,0.31,0.00,0.31
BROCCOLI,cmz31,2002,292.27,0.00,292.27
CABBAGE,cmz31,2002,500.26,0.00,500.26
CARROTS,cmz31,2002,1580.91,0.00,1580.91
CAULIFLOWER,cmz31,2002,225.07,0.00,225.07
CELERY,cmz31,2002,86.81,0.00,86.81
CHICORY,cmz31,2002,1.86,0.00,1.86
CORN,cmz31,2002,10805.81,84.22,10890.03
COTTON,cmz31,2002,36298.12,0.00,36298.12
CUCUMBERS,cmz31,2002,15.10,0.00,15.10
DAIKON,cmz31,2002,10.59,0.00,10.59
EGGPLANT,cmz31,2002,46.75,0.00,46.75
GARLIC,cmz31,2002,459.96,0.00,459.96
GRASSES & LEGUMES TOTALS,cmz31,2002,31.93,0.00,31.93
GREENS,cmz31,2002,1.43,0.00,1.43
HAY,cmz31,2002,53803.50,-21097.87,32705.63
HAY & HAYLAGE,cmz31,2002,33317.34,3507.41,36824.75
HAYLAGE,cmz31,2002,8909.00,457.00,9366.00
HERBS,cmz31,2002,0.00,254.75,254.75
JOJOBA,cmz31,2002,209.44,0.00,209.44
LETTUCE,cmz31,2002,847.59,0.00,847.59
MELONS,cmz31,2002,2436.25,0.00,2436.25
OATS,cmz31,2002,465.58,357.37,822.95
OKRA,cmz31,2002,5.21,0.00,5.21
ONIONS,cmz31,2002,1767.64,0.00,1767.64
PARSLEY,cmz31,2002,19.36,0.00,19.36
PEAS,cmz31,2002,0.00,0.16,0.16
PEPPERS,cmz31,2002,1246.42,0.00,1246.42
POTATOES,cmz31,2002,6237.75,0.00,6237.75
PUMPKINS,cmz31,2002,140.12,0.00,140.12
RADISHES,cmz31,2002,529.74,0.00,529.74
RASPBERRIES,cmz31,2002,4.05,0.00,4.05
SAFFLOWER,cmz31,2002,562.25,0.50,562.75
SHORT TERM WOODY CROPS,cmz31,2002,4.30,0.00,4.30
SOD,cmz31,2002,1588.53,0.00,1588.53
SORGHUM,cmz31,2002,470.21,0.00,470.21
SPINACH,cmz31,2002,235.28,0.00,235.28
SQUASH,cmz31,2002,296.63,0.00,296.63
STRAWBERRIES,cmz31,2002,172.08,0.00,172.08
SUGARBEETS,cmz31,2002,850.50,0.00,850.50
SWEET CORN,cmz31,2002,701.86,0.00,701.86
SWEET POTATOES,cmz31,2002,53.75,0.00,53.75
TOMATOES,cmz31,2002,3256.20,0.00,3256.20
TURNIPS,cmz31,2002,93.38,0.00,93.38
"VEGETABLES, OTHER",cmz31,2002,109.32,0.00,109.32
VEGETABLE TOTALS,cmz31,2002,29909.38,0.00,29909.38
WHEAT,cmz31,2002,8721.44,847.63,9569.07
BARLEY,cmz32,2002,14883.47,1378.22,16261.69
BEANS,cmz32,2002,0.00,0.58,0.58
BERRY TOTALS,cmz32,2002,0.96,0.00,0.96
BOYSENBERRIES,cmz32,2002,0.16,0.00,0.16
CORN,cmz32,2002,0.00,60.90,60.90
CUCUMBERS,cmz32,2002,0.58,0.00,0.58
EGGPLANT,cmz32,2002,0.08,0.00,0.08
GARLIC,cmz32,2002,0.16,0.00,0.16
GRASSES & LEGUMES TOTALS,cmz32,2002,456.80,0.00,456.80
HAY,cmz32,2002,131013.93,16207.11,147221.04
HAY & HAYLAGE,cmz32,2002,103682.61,17031.99,120714.60
HAYLAGE,cmz32,2002,1555.33,141.32,1696.65
HERBS,cmz32,2002,1.45,147.99,149.44
LETTUCE,cmz32,2002,0.84,0.00,0.84
MELONS,cmz32,2002,5.54,0.00,5.54
MILLET,cmz32,2002,30.00,0.00,30.00
MINT,cmz32,2002,0.00,1177.74,1177.74
OATS,cmz32,2002,3416.47,380.50,3796.97
OKRA,cmz32,2002,0.08,0.00,0.08
ONIONS,cmz32,2002,305.66,0.00,305.66
PEPPERS,cmz32,2002,0.16,0.00,0.16
POTATOES,cmz32,2002,7123.66,0.00,7123.66
PUMPKINS,cmz32,2002,1.20,0.00,1.20
RADISHES,cmz32,2002,0.08,0.00,0.08
RASPBERRIES,cmz32,2002,0.16,0.00,0.16
RYE,cmz32,2002,279.32,0.00,279.32
SORGHUM,cmz32,2002,0.96,0.00,0.96
SQUASH,cmz32,2002,2.87,0.00,2.87
STRAWBERRIES,cmz32,2002,0.48,0.00,0.48
SUNFLOWER,cmz32,2002,0.00,34.51,34.51
SWEET CORN,cmz32,2002,0.74,0.00,0.74
TOMATOES,cmz32,2002,0.48,0.00,0.48
TRITICALE,cmz32,2002,22.80,11.40,34.20
"VEGETABLES, OTHER",cmz32,2002,1.36,0.00,1.36
VEGETABLE TOTALS,cmz32,2002,2308.45,0.00,2308.45
WHEAT,cmz32,2002,3811.41,1160.84,4972.25
WILD RICE,cmz32,2002,3944.56,0.00,3944.56
ARTICHOKES,cmz34,2002,19.23,0.00,19.23
ASPARAGUS,cmz34,2002,21358.29,0.00,21358.29
BARLEY,cmz34,2002,14820.17,7804.41,22624.58
BEANS,cmz34,2002,0.00,1304.58,1304.58
BEETS,cmz34,2002,75.70,0.00,75.70
BERRY TOTALS,cmz34,2002,918.49,0.00,918.49
BLACKBERRIES,cmz34,2002,5.52,0.00,5.52
BLUEBERRIES,cmz34,2002,90.24,0.00,90.24
BOYSENBERRIES,cmz34,2002,90.94,0.00,90.94
BROCCOLI,cmz34,2002,6304.25,0.00,6304.25
CABBAGE,cmz34,2002,1595.92,0.00,1595.92
CARROTS,cmz34,2002,1117.18,0.00,1117.18
CAULIFLOWER,cmz34,2002,1920.49,0.00,1920.49
CELERY,cmz34,2002,150.74,0.00,150.74
CORN,cmz34,2002,338457.75,1417.05,339874.80
COTTON,cmz34,2002,338961.31,0.00,338961.31
CUCUMBERS,cmz34,2002,1626.75,0.00,1626.75
DAIKON,cmz34,2002,212.96,0.00,212.96
EGGPLANT,cmz34,2002,516.38,0.00,516.38
ESCAROLE & ENDIVE,cmz34,2002,5.57,0.00,5.57
"FIELD CROPS, OTHER",cmz34,2002,549.99,0.00,549.99
GARLIC,cmz34,2002,6279.68,0.00,6279.68
GRASSES & LEGUMES TOTALS,cmz34,2002,6860.94,0.00,6860.94
GREENS,cmz34,2002,200.97,0.00,200.97
HAY,cmz34,2002,559754.97,36988.55,596743.52
HAY & HAYLAGE,cmz34,2002,490312.13,-53830.07,436482.06
HAYLAGE,cmz34,2002,124076.24,17273.23,141349.47
HERBS,cmz34,2002,0.00,101.32,101.32
LETTUCE,cmz34,2002,9169.43,0.00,9169.43
MELONS,cmz34,2002,29603.37,0.00,29603.37
MINT,cmz34,2002,0.00,72.84,72.84
OATS,cmz34,2002,8793.92,8017.85,16811.77
OKRA,cmz34,2002,29.83,0.00,29.83
ONIONS,cmz34,2002,9697.12,0.00,9697.12
PARSLEY,cmz34,2002,2.42,0.00,2.42
PEANUTS,cmz34,2002,8.30,0.00,8.30
PEAS,cmz34,2002,0.00,356.40,356.40
PEPPERS,cmz34,2002,3822.94,0.00,3822.94
POTATOES,cmz34,2002,14024.74,0.00,14024.74
PUMPKINS,cmz34,2002,3639.24,0.00,3639.24
RADISHES,cmz34,2002,39.34,0.00,39.34
RASPBERRIES,cmz34,2002,14.03,0.00,14.03
RICE,cmz34,2002,179232.29,0.00,179232.29
RYE,cmz34,2002,395.08,0.00,395.08
SAFFLOWER,cmz34,2002,40428.77,42120.90,82549.67
SHORT TERM WOODY CROPS,cmz34,2002,27.69,0.00,27.69
SOD,cmz34,2002,1425.98,0.00,1425.98
SORGHUM,cmz34,2002,8396.48,507.32,8903.80
SPINACH,cmz34,2002,1964.58,0.00,1964.58
SQUASH,cmz34,2002,2911.41,0.00,2911.41
STRAWBERRIES,cmz34,2002,257.03,0.00,257.03
SUGARBEETS,cmz34,2002,15664.02,9.96,15673.98
SUNFLOWER,cmz34,2002,9459.85,4027.61,13487.46
SWEET CORN,cmz34,2002,7267.42,0.00,7267.42
SWEET POTATOES,cmz34,2002,8030.59,0.00,8030.59
SWEET RICE,cmz34,2002,8245.52,0.00,8245.52
TOMATOES,cmz34,2002,194183.42,0.00,194183.42
TURNIPS,cmz34,2002,258.81,0.00,258.81
"VEGETABLES, MIXED",cmz34,2002,67.87,0.00,67.87
"VEGETABLES, OTHER",cmz34,2002,669.48,0.00,669.48
VEGETABLE TOTALS,cmz34,2002,323179.16,0.00,323179.16
WATERCRESS,cmz34,2002,0.46,0.00,0.46
WHEAT,cmz34,2002,157809.15,53960.62,211769.77
WILD RICE,cmz34,2002,6752.10,0.00,6752.10
ARTICHOKES,cmz36,2002,23.72,0.00,23.72
ASPARAGUS,cmz36,2002,744.04,0.00,744.04
BARLEY,cmz36,2002,11141.57,2442.07,13583.64
BEANS,cmz36,2002,0.00,645.68,645.68
BEETS,cmz36,2002,67.64,0.00,67.64
BERRY TOTALS,cmz36,2002,579.17,0.00,579.17
BLACKBERRIES,cmz36,2002,42.19,0.00,42.19
BLUEBERRIES,cmz36,2002,206.25,0.00,206.25
BOYSENBERRIES,cmz36,2002,19.34,0.00,19.34
BROCCOLI,cmz36,2002,3081.76,0.00,3081.76
BRUSSELS SPROUTS,cmz36,2002,2.10,0.00,2.10
CABBAGE,cmz36,2002,630.34,0.00,630.34
CARROTS,cmz36,2002,617.07,0.00,617.07
CAULIFLOWER,cmz36,2002,421.37,0.00,421.37
CELERY,cmz36,2002,1.74,0.00,1.74
CHICORY,cmz36,2002,2.84,0.00,2.84
CORN,cmz36,2002,57709.30,93.48,57802.78
COTTON,cmz36,2002,136375.32,0.00,136375.32
CUCUMBERS,cmz36,2002,740.69,0.00,740.69
DAIKON,cmz36,2002,200.29,0.00,200.29
EGGPLANT,cmz36,2002,471.61,0.00,471.61
ESCAROLE & ENDIVE,cmz36,2002,5.40,0.00,5.40
"FIELD CROPS, OTHER",cmz36,2002,17.01,0.00,17.01
GARLIC,cmz36,2002,4130.31,0.00,4130.31
GRASSES & LEGUMES TOTALS,cmz36,2002,4351.00,0.00,4351.00
GREENS,cmz36,2002,40.19,0.00,40.19
HAY,cmz36,2002,269773.47,36967.96,306741.43
HAY & HAYLAGE,cmz36,2002,234171.72,37411.94,271583.66
HAYLAGE,cmz36,2002,63430.53,13410.12,76840.65
HERBS,cmz36,2002,10.65,450.22,460.87
LETTUCE,cmz36,2002,7451.31,0.00,7451.31
MELONS,cmz36,2002,16420.82,0.00,16420.82
MILLET,cmz36,2002,13.80,0.00,13.80
MINT,cmz36,2002,0.00,701.49,701.49
OATS,cmz36,2002,2985.72,3303.47,6289.19
OKRA,cmz36,2002,35.32,0.00,35.32
ONIONS,cmz36,2002,8155.31,0.00,8155.31
PARSLEY,cmz36,2002,5.40,0.00,5.40
PEAS,cmz36,2002,0.00,27.07,27.07
PEPPERS,cmz36,2002,1064.51,0.00,1064.51
POTATOES,cmz36,2002,12306.65,0.00,12306.65
PUMPKINS,cmz36,2002,339.92,0.00,339.92
RADISHES,cmz36,2002,35.87,0.00,35.87
RASPBERRIES,cmz36,2002,26.85,0.00,26.85
RICE,cmz36,2002,124501.75,0.00,124501.75
RYE,cmz36,2002,41.18,0.00,41.18
SAFFLOWER,cmz36,2002,5207.36,4302.03,9509.39
SHORT TERM WOODY CROPS,cmz36,2002,49.23,0.00,49.23
SOD,cmz36,2002,690.42,0.00,690.42
SORGHUM,cmz36,2002,959.25,300.36,1259.61
SPINACH,cmz36,2002,449.50,0.00,449.50
SQUASH,cmz36,2002,1686.10,0.00,1686.10
STRAWBERRIES,cmz36,2002,131.78,0.00,131.78
SUGARBEETS,cmz36,2002,7801.60,30.60,7832.20
SUNFLOWER,cmz36,2002,2028.45,391.38,2419.83
SWEET CORN,cmz36,2002,1564.86,0.00,1564.86
SWEET POTATOES,cmz36,2002,223.78,0.00,223.78
SWEET RICE,cmz36,2002,3945.08,0.00,3945.08
TOMATOES,cmz36,2002,16833.60,0.00,16833.60
TURNIPS,cmz36,2002,212.13,0.00,212.13
"VEGETABLES, MIXED",cmz36,2002,57.11,0.00,57.11
"VEGETABLES, OTHER",cmz36,2002,421.43,0.00,421.43
VEGETABLE TOTALS,cmz36,2002,50474.35,0.00,50474.35
WATERCRESS,cmz36,2002,0.44,0.00,0.44
WHEAT,cmz36,2002,55647.53,11890.20,67537.73
WILD RICE,cmz36,2002,2122.34,0.00,2122.34
ARTICHOKES,cmz39,2002,6729.82,0.00,6729.82
ASPARAGUS,cmz39,2002,4529.16,0.00,4529.16
BARLEY,cmz39,2002,3981.60,16848.97,20830.57
BEANS,cmz39,2002,0.00,3925.29,3925.29
BEETS,cmz39,2002,532.60,0.00,532.60
BERRY TOTALS,cmz39,2002,33339.33,0.00,33339.33
BLACKBERRIES,cmz39,2002,316.07,0.00,316.07
BLUEBERRIES,cmz39,2002,22.12,0.00,22.12
BOYSENBERRIES,cmz39,2002,32.42,0.00,32.42
BROCCOLI,cmz39,2002,16982.07,0.00,16982.07
BRUSSELS SPROUTS,cmz39,2002,2015.76,0.00,2015.76
CABBAGE,cmz39,2002,12089.30,0.00,12089.30
CARROTS,cmz39,2002,10942.50,0.00,10942.50
CAULIFLOWER,cmz39,2002,3830.84,0.00,3830.84
CELERY,cmz39,2002,21392.17,0.00,21392.17
CHICORY,cmz39,2002,10.38,0.00,10.38
CORN,cmz39,2002,40372.25,469.91,40842.16
COTTON,cmz39,2002,36213.73,0.00,36213.73
CUCUMBERS,cmz39,2002,1557.15,0.00,1557.15
CURRANTS,cmz39,2002,0.98,0.00,0.98
DAIKON,cmz39,2002,79.49,0.00,79.49
EGGPLANT,cmz39,2002,188.15,0.00,188.15
ESCAROLE & ENDIVE,cmz39,2002,1547.98,0.00,1547.98
"FIELD CROPS, OTHER",cmz39,2002,12.84,0.00,12.84
GARLIC,cmz39,2002,1161.47,0.00,1161.47
GRASSES & LEGUMES TOTALS,cmz39,2002,2185.04,0.00,2185.04
GREENS,cmz39,2002,702.35,0.00,702.35
HAY,cmz39,2002,98375.78,40006.75,138382.53
HAY & HAYLAGE,cmz39,2002,100512.46,31164.27,131676.73
HAYLAGE,cmz39,2002,20174.35,2305.64,22479.99
HERBS,cmz39,2002,124.46,3057.39,3181.85
JOJOBA,cmz39,2002,458.15,0.00,458.15
LETTUCE,cmz39,2002,173793.10,0.00,173793.10
MELONS,cmz39,2002,6872.52,0.00,6872.52
OATS,cmz39,2002,2330.18,3279.26,5609.44
OKRA,cmz39,2002,7.80,0.00,7.80
ONIONS,cmz39,2002,7019.56,0.00,7019.56
PARSLEY,cmz39,2002,1138.90,0.00,1138.90
PEANUTS,cmz39,2002,1.70,0.00,1.70
PEAS,cmz39,2002,0.00,2270.20,2270.20
PEPPERS,cmz39,2002,13739.03,0.00,13739.03
POTATOES,cmz39,2002,3730.23,0.00,3730.23
PUMPKINS,cmz39,2002,1601.09,0.00,1601.09
RADISHES,cmz39,2002,957.36,0.00,957.36
RASPBERRIES,cmz39,2002,2139.98,0.00,2139.98
RHUBARB,cmz39,2002,0.92,0.00,0.92
RICE,cmz39,2002,1734.14,0.00,1734.14
RYE,cmz39,2002,80.92,0.00,80.92
SAFFLOWER,cmz39,2002,1350.99,248.13,1599.12
SHORT TERM WOODY CROPS,cmz39,2002,43.98,0.00,43.98
SOD,cmz39,2002,3373.88,0.00,3373.88
SORGHUM,cmz39,2002,598.25,76.84,675.09
SPINACH,cmz39,2002,8812.66,0.00,8812.66
SQUASH,cmz39,2002,2899.15,0.00,2899.15
STRAWBERRIES,cmz39,2002,30483.03,0.00,30483.03
SUGARBEETS,cmz39,2002,3461.01,2.04,3463.05
SUNFLOWER,cmz39,2002,0.00,1.30,1.30
SWEET CORN,cmz39,2002,5535.17,0.00,5535.17
SWEET POTATOES,cmz39,2002,1672.73,0.00,1672.73
TOMATOES,cmz39,2002,25124.90,0.00,25124.90
TURNIPS,cmz39,2002,140.51,0.00,140.51
"VEGETABLES, MIXED",cmz39,2002,141.03,0.00,141.03
"VEGETABLES, OTHER",cmz39,2002,6999.53,0.00,6999.53
VEGETABLE TOTALS,cmz39,2002,259970.92,0.00,259970.92
WATERCRESS,cmz39,2002,216.50,0.00,216.50
WHEAT,cmz39,2002,8782.55,5517.52,14300.07
ARTICHOKES,cmz45,2002,0.63,0.00,0.63
ASPARAGUS,cmz45,2002,0.90,0.00,0.90
BEANS,cmz45,2002,0.00,129.27,129.27
BEETS,cmz45,2002,7.55,0.00,7.55
BERRY TOTALS,cmz45,2002,87.77,0.00,87.77
BLACKBERRIES,cmz45,2002,4.11,0.00,4.11
BLUEBERRIES,cmz45,2002,3.99,0.00,3.99
BROCCOLI,cmz45,2002,11.02,0.00,11.02
BRUSSELS SPROUTS,cmz45,2002,3.78,0.00,3.78
CABBAGE,cmz45,2002,9.64,0.00,9.64
CARROTS,cmz45,2002,6.36,0.00,6.36
CAULIFLOWER,cmz45,2002,0.28,0.00,0.28
CHICORY,cmz45,2002,1.00,0.00,1.00
CORN,cmz45,2002,558.27,18.90,577.17
CUCUMBERS,cmz45,2002,28.83,0.00,28.83
EGGPLANT,cmz45,2002,3.35,0.00,3.35
ESCAROLE & ENDIVE,cmz45,2002,0.28,0.00,0.28
GARLIC,cmz45,2002,7.55,0.00,7.55
GREENS,cmz45,2002,4.97,0.00,4.97
HAY,cmz45,2002,1620.30,5805.35,7425.65
HAY & HAYLAGE,cmz45,2002,7413.72,12038.96,19452.68
HAYLAGE,cmz45,2002,2294.58,4099.24,6393.82
HERBS,cmz45,2002,2.80,10.00,12.80
LETTUCE,cmz45,2002,28.32,0.00,28.32
MELONS,cmz45,2002,86.67,0.00,86.67
OATS,cmz45,2002,0.00,609.28,609.28
ONIONS,cmz45,2002,8.37,0.00,8.37
PARSLEY,cmz45,2002,0.28,0.00,0.28
PEAS,cmz45,2002,0.00,1.08,1.08
PEPPERS,cmz45,2002,40.17,0.00,40.17
POTATOES,cmz45,2002,30.01,0.00,30.01
PUMPKINS,cmz45,2002,86.34,0.00,86.34
RADISHES,cmz45,2002,1.01,0.00,1.01
RASPBERRIES,cmz45,2002,6.34,0.00,6.34
SHORT TERM WOODY CROPS,cmz45,2002,2.80,0.00,2.80
SOD,cmz45,2002,10.80,0.00,10.80
SORGHUM,cmz45,2002,0.00,92.40,92.40
SPINACH,cmz45,2002,5.18,0.00,5.18
SQUASH,cmz45,2002,110.26,0.00,110.26
STRAWBERRIES,cmz45,2002,19.56,0.00,19.56
SWEET CORN,cmz45,2002,20.30,0.00,20.30
TOMATOES,cmz45,2002,75.12,0.00,75.12
TURNIPS,cmz45,2002,0.84,0.00,0.84
"VEGETABLES, MIXED",cmz45,2002,18.50,0.00,18.50
"VEGETABLES, OTHER",cmz45,2002,58.55,0.00,58.55
VEGETABLE TOTALS,cmz45,2002,898.94,0.00,898.94
ASPARAGUS,cmz46,2002,0.45,0.00,0.45
BARLEY,cmz46,2002,152.58,18531.04,18683.62
BEANS,cmz46,2002,0.00,1.25,1.25
BEETS,cmz46,2002,2.19,0.00,2.19
BERRY TOTALS,cmz46,2002,36.82,0.00,36.82
BLACKBERRIES,cmz46,2002,2.03,0.00,2.03
BLUEBERRIES,cmz46,2002,3.12,0.00,3.12
BOYSENBERRIES,cmz46,2002,0.29,0.00,0.29
BROCCOLI,cmz46,2002,0.45,0.00,0.45
CABBAGE,cmz46,2002,3.93,0.00,3.93
CANOLA,cmz46,2002,48.66,300.15,348.81
CARROTS,cmz46,2002,0.41,0.00,0.41
CORN,cmz46,2002,115.42,0.00,115.42
CUCUMBERS,cmz46,2002,3.48,0.00,3.48
GARLIC,cmz46,2002,7.97,0.00,7.97
"GRASSES & LEGUMES, OTHER",cmz46,2002,31.86,0.00,31.86
GRASSES & LEGUMES TOTALS,cmz46,2002,11849.40,0.00,11849.40
HAY,cmz46,2002,4893.32,37488.53,42381.85
HAY & HAYLAGE,cmz46,2002,6842.96,50366.73,57209.69
HAYLAGE,cmz46,2002,261.90,959.29,1221.19
HERBS,cmz46,2002,1.80,0.58,2.38
LETTUCE,cmz46,2002,1.05,0.00,1.05
MUSTARD,cmz46,2002,889.80,0.00,889.80
OATS,cmz46,2002,42.79,2090.91,2133.70
ONIONS,cmz46,2002,3.43,0.00,3.43
PEAS,cmz46,2002,38.82,1886.47,1925.29
PEPPERS,cmz46,2002,1.16,0.00,1.16
POTATOES,cmz46,2002,167.53,6.38,173.91
PUMPKINS,cmz46,2002,3.48,0.00,3.48
RASPBERRIES,cmz46,2002,9.30,0.00,9.30
SHORT TERM WOODY CROPS,cmz46,2002,2.03,0.00,2.03
SQUASH,cmz46,2002,2.89,0.00,2.89
STRAWBERRIES,cmz46,2002,21.22,0.00,21.22
SWEET CORN,cmz46,2002,7.71,0.00,7.71
TOMATOES,cmz46,2002,2.89,0.00,2.89
"VEGETABLES, MIXED",cmz46,2002,1.16,0.00,1.16
"VEGETABLES, OTHER",cmz46,2002,1.70,0.00,1.70
VEGETABLE TOTALS,cmz46,2002,365.45,0.00,365.45
WHEAT,cmz46,2002,1795.78,32386.23,34182.01
ASPARAGUS,cmz47,2002,375.48,0.00,375.48
BARLEY,cmz47,2002,1129.34,102908.44,104037.78
BEANS,cmz47,2002,0.00,0.84,0.84
BEETS,cmz47,2002,3.60,0.00,3.60
BERRY TOTALS,cmz47,2002,78.32,0.00,78.32
BLACKBERRIES,cmz47,2002,5.28,0.00,5.28
BLUEBERRIES,cmz47,2002,4.44,0.00,4.44
BOYSENBERRIES,cmz47,2002,0.60,0.00,0.60
CABBAGE,cmz47,2002,7.32,0.00,7.32
CANOLA,cmz47,2002,137.87,8909.69,9047.56
CARROTS,cmz47,2002,0.77,0.00,0.77
CORN,cmz47,2002,1582.65,81.03,1663.68
CUCUMBERS,cmz47,2002,9.09,0.00,9.09
"FIELD CROPS, OTHER",cmz47,2002,0.00,67.32,67.32
GARLIC,cmz47,2002,5.01,0.00,5.01
"GRASSES & LEGUMES, OTHER",cmz47,2002,90.27,0.00,90.27
GRASSES & LEGUMES TOTALS,cmz47,2002,55206.38,0.00,55206.38
HAY,cmz47,2002,26688.88,64834.94,91523.82
HAY & HAYLAGE,cmz47,2002,32736.17,89260.93,121997.10
HAYLAGE,cmz47,2002,517.86,1048.53,1566.39
HERBS,cmz47,2002,0.00,1.20,1.20
LENTILS,cmz47,2002,0.00,64528.49,64528.49
LETTUCE,cmz47,2002,0.30,0.00,0.30
MELONS,cmz47,2002,181.44,0.00,181.44
MINT,cmz47,2002,0.00,2560.65,2560.65
MUSTARD,cmz47,2002,10552.92,0.00,10552.92
OATS,cmz47,2002,167.43,6474.72,6642.15
ONIONS,cmz47,2002,434.03,0.00,434.03
PEAS,cmz47,2002,363.67,65628.38,65992.05
PEPPERS,cmz47,2002,4.10,0.00,4.10
POTATOES,cmz47,2002,5661.18,13.20,5674.38
PUMPKINS,cmz47,2002,32.97,0.00,32.97
RASPBERRIES,cmz47,2002,15.31,0.00,15.31
SHORT TERM WOODY CROPS,cmz47,2002,4.20,0.00,4.20
SPINACH,cmz47,2002,13.80,0.00,13.80
SQUASH,cmz47,2002,5.07,0.00,5.07
STRAWBERRIES,cmz47,2002,51.92,0.00,51.92
SWEET CORN,cmz47,2002,1025.51,0.00,1025.51
TOMATOES,cmz47,2002,8.71,0.00,8.71
"VEGETABLES, MIXED",cmz47,2002,2.40,0.00,2.40
VEGETABLE TOTALS,cmz47,2002,12968.38,0.00,12968.38
WHEAT,cmz47,2002,12485.46,263052.09,275537.55
ASPARAGUS,cmz49,2002,5251.79,0.00,5251.79
BARLEY,cmz49,2002,1368.83,8682.31,10051.14
BEANS,cmz49,2002,0.00,691.58,691.58
BEETS,cmz49,2002,0.50,0.00,0.50
BERRY TOTALS,cmz49,2002,106.90,0.00,106.90
BLACKBERRIES,cmz49,2002,0.27,0.00,0.27
BLUEBERRIES,cmz49,2002,3.76,0.00,3.76
BUCKWHEAT,cmz49,2002,2281.40,0.00,2281.40
CABBAGE,cmz49,2002,15.11,0.00,15.11
CANOLA,cmz49,2002,108.91,660.97,769.88
CARROTS,cmz49,2002,1506.21,0.00,1506.21
CORN,cmz49,2002,51685.64,844.40,52530.04
CUCUMBERS,cmz49,2002,85.67,0.00,85.67
CURRANTS,cmz49,2002,84.42,0.00,84.42
DILL,cmz49,2002,274.00,0.00,274.00
EGGPLANT,cmz49,2002,1.93,0.00,1.93
EMMER & SPELT,cmz49,2002,102.00,0.00,102.00
GARLIC,cmz49,2002,3.07,0.00,3.07
"GRASSES & LEGUMES, OTHER",cmz49,2002,898.55,0.00,898.55
GRASSES & LEGUMES TOTALS,cmz49,2002,21521.40,0.00,21521.40
HAY,cmz49,2002,113938.51,10997.73,124936.24
HAY & HAYLAGE,cmz49,2002,61985.65,8336.93,70322.58
HAYLAGE,cmz49,2002,7362.39,329.31,7691.70
HERBS,cmz49,2002,361.76,25.84,387.60
HOPS,cmz49,2002,6896.65,0.00,6896.65
LENTILS,cmz49,2002,0.00,20.67,20.67
MELONS,cmz49,2002,490.54,0.00,490.54
MINT,cmz49,2002,0.00,15860.79,15860.79
MUSTARD,cmz49,2002,507.13,0.00,507.13
OATS,cmz49,2002,108.28,597.29,705.57
ONIONS,cmz49,2002,11969.76,0.00,11969.76
PEAS,cmz49,2002,1583.61,1051.09,2634.70
PEPPERS,cmz49,2002,116.44,0.00,116.44
POTATOES,cmz49,2002,92040.37,0.00,92040.37
PUMPKINS,cmz49,2002,59.76,0.00,59.76
RASPBERRIES,cmz49,2002,2.93,0.00,2.93
SHORT TERM WOODY CROPS,cmz49,2002,3.00,0.00,3.00
SOD,cmz49,2002,201.90,0.00,201.90
SPINACH,cmz49,2002,12.65,0.00,12.65
SQUASH,cmz49,2002,179.88,0.00,179.88
STRAWBERRIES,cmz49,2002,9.34,0.00,9.34
SUGARBEETS,cmz49,2002,2486.37,0.00,2486.37
SWEET CORN,cmz49,2002,55827.63,0.00,55827.63
TOMATOES,cmz49,2002,79.20,0.00,79.20
TRITICALE,cmz49,2002,314.23,178.80,493.03
"VEGETABLES, MIXED",cmz49,2002,7.37,0.00,7.37
"VEGETABLES, OTHER",cmz49,2002,11.25,0.00,11.25
VEGETABLE TOTALS,cmz49,2002,106334.54,0.00,106334.54
WHEAT,cmz49,2002,66395.80,80512.65,146908.45
ASPARAGUS,cmz50,2002,4461.87,0.00,4461.87
BARLEY,cmz50,2002,2422.10,124497.45,126919.55
BEANS,cmz50,2002,0.00,321.83,321.83
BEETS,cmz50,2002,0.58,0.00,0.58
BERRY TOTALS,cmz50,2002,150.48,0.00,150.48
BLACKBERRIES,cmz50,2002,1.48,0.00,1.48
BLUEBERRIES,cmz50,2002,17.38,0.00,17.38
