commodity,location,year,irrigated,non_irr,total
BROCCOLI,cmz50,2002,0.34,0.00,0.34
BUCKWHEAT,cmz50,2002,1073.60,0.00,1073.60
CABBAGE,cmz50,2002,18.16,0.00,18.16
CANOLA,cmz50,2002,735.12,4558.64,5293.76
CARROTS,cmz50,2002,591.34,0.00,591.34
CORN,cmz50,2002,37457.12,840.64,38297.76
CUCUMBERS,cmz50,2002,101.17,0.00,101.17
CURRANTS,cmz50,2002,41.58,0.00,41.58
DILL,cmz50,2002,317.84,0.00,317.84
EGGPLANT,cmz50,2002,1.77,0.00,1.77
EMMER & SPELT,cmz50,2002,48.00,0.00,48.00
"FIELD CROPS, OTHER",cmz50,2002,0.00,34.68,34.68
GARLIC,cmz50,2002,14.92,0.00,14.92
"GRASSES & LEGUMES, OTHER",cmz50,2002,744.08,0.00,744.08
GRASSES & LEGUMES TOTALS,cmz50,2002,31283.83,0.00,31283.83
HAY,cmz50,2002,119236.62,48569.62,167806.24
HAY & HAYLAGE,cmz50,2002,130221.73,61630.23,191851.96
HAYLAGE,cmz50,2002,6043.84,702.03,6745.87
HERBS,cmz50,2002,172.28,50.30,222.58
HOPS,cmz50,2002,6202.37,0.00,6202.37
LENTILS,cmz50,2002,0.00,23356.25,23356.25
LETTUCE,cmz50,2002,1.70,0.00,1.70
MELONS,cmz50,2002,472.54,0.00,472.54
MINT,cmz50,2002,0.00,12972.05,12972.05
MUSTARD,cmz50,2002,6042.26,0.00,6042.26
OATS,cmz50,2002,428.42,6823.55,7251.97
ONIONS,cmz50,2002,7725.88,0.00,7725.88
PEAS,cmz50,2002,2758.28,30800.63,33558.91
PEPPERS,cmz50,2002,124.10,0.00,124.10
POTATOES,cmz50,2002,68132.85,0.34,68133.19
PUMPKINS,cmz50,2002,89.73,0.00,89.73
RASPBERRIES,cmz50,2002,17.64,0.00,17.64
SHORT TERM WOODY CROPS,cmz50,2002,3.48,0.00,3.48
SOD,cmz50,2002,114.66,0.00,114.66
SPINACH,cmz50,2002,87.40,0.00,87.40
SQUASH,cmz50,2002,210.20,0.00,210.20
STRAWBERRIES,cmz50,2002,53.39,0.00,53.39
SUGARBEETS,cmz50,2002,1224.63,0.00,1224.63
SWEET CORN,cmz50,2002,35411.71,0.00,35411.71
TOMATOES,cmz50,2002,95.57,0.00,95.57
TRITICALE,cmz50,2002,248.47,296.76,545.23
"VEGETABLES, MIXED",cmz50,2002,3.63,0.00,3.63
"VEGETABLES, OTHER",cmz50,2002,13.39,0.00,13.39
VEGETABLE TOTALS,cmz50,2002,81269.80,0.00,81269.80
WHEAT,cmz50,2002,81689.62,328775.57,410465.19
ASPARAGUS,cmz51,2002,2051.14,0.00,2051.14
BARLEY,cmz51,2002,4309.23,4349.09,8658.32
BEANS,cmz51,2002,0.00,60.18,60.18
BEETS,cmz51,2002,1.51,0.00,1.51
BERRY TOTALS,cmz51,2002,45.69,0.00,45.69
BLACKBERRIES,cmz51,2002,1.12,0.00,1.12
BLUEBERRIES,cmz51,2002,5.22,0.00,5.22
BROCCOLI,cmz51,2002,0.47,0.00,0.47
CABBAGE,cmz51,2002,27.60,0.00,27.60
CARROTS,cmz51,2002,10.61,0.00,10.61
CORN,cmz51,2002,13860.33,346.66,14206.99
CUCUMBERS,cmz51,2002,155.80,0.00,155.80
DILL,cmz51,2002,504.16,0.00,504.16
EGGPLANT,cmz51,2002,2.30,0.00,2.30
"FIELD CROPS, OTHER",cmz51,2002,236.48,0.00,236.48
GARLIC,cmz51,2002,186.85,0.00,186.85
"GRASSES & LEGUMES, OTHER",cmz51,2002,587.20,0.00,587.20
GRASSES & LEGUMES TOTALS,cmz51,2002,3246.27,0.00,3246.27
HAY,cmz51,2002,89618.58,28102.22,117720.80
HAY & HAYLAGE,cmz51,2002,97696.36,31481.97,129178.33
HAYLAGE,cmz51,2002,4051.28,464.95,4516.23
HERBS,cmz51,2002,2.82,37.25,40.07
HOPS,cmz51,2002,7733.98,0.00,7733.98
LETTUCE,cmz51,2002,3.58,0.00,3.58
MELONS,cmz51,2002,20.26,0.00,20.26
MINT,cmz51,2002,0.00,4741.86,4741.86
MUSTARD,cmz51,2002,37.76,0.00,37.76
OATS,cmz51,2002,2355.23,315.12,2670.35
ONIONS,cmz51,2002,240.42,0.00,240.42
PEAS,cmz51,2002,9.90,18.40,28.30
PEPPERS,cmz51,2002,180.32,0.00,180.32
POTATOES,cmz51,2002,3467.82,0.47,3468.29
PUMPKINS,cmz51,2002,45.54,0.00,45.54
RASPBERRIES,cmz51,2002,17.93,0.00,17.93
RYE,cmz51,2002,200.00,0.00,200.00
SHORT TERM WOODY CROPS,cmz51,2002,5.52,0.00,5.52
SOD,cmz51,2002,52.44,0.00,52.44
SQUASH,cmz51,2002,328.65,0.00,328.65
STRAWBERRIES,cmz51,2002,2.53,0.00,2.53
SWEET CORN,cmz51,2002,3833.17,0.00,3833.17
TOMATOES,cmz51,2002,124.30,0.00,124.30
TRITICALE,cmz51,2002,313.30,45.48,358.78
"VEGETABLES, OTHER",cmz51,2002,21.17,0.00,21.17
VEGETABLE TOTALS,cmz51,2002,9840.68,0.00,9840.68
WHEAT,cmz51,2002,6739.76,37382.03,44121.79
ASPARAGUS,cmz52,2002,31.67,0.00,31.67
BARLEY,cmz52,2002,3384.42,2135.57,5519.99
BEANS,cmz52,2002,0.00,5563.57,5563.57
BEETS,cmz52,2002,186.41,0.00,186.41
"BERRIES, OTHER",cmz52,2002,17.77,0.00,17.77
BERRY TOTALS,cmz52,2002,15110.13,0.00,15110.13
BLACKBERRIES,cmz52,2002,2254.51,0.00,2254.51
BLUEBERRIES,cmz52,2002,2280.12,0.00,2280.12
BOYSENBERRIES,cmz52,2002,177.68,0.00,177.68
BROCCOLI,cmz52,2002,312.68,0.00,312.68
BRUSSELS SPROUTS,cmz52,2002,0.07,0.00,0.07
CABBAGE,cmz52,2002,519.06,0.00,519.06
CARROTS,cmz52,2002,23.85,0.00,23.85
CAULIFLOWER,cmz52,2002,786.69,0.00,786.69
CELERY,cmz52,2002,31.35,0.00,31.35
CORN,cmz52,2002,7415.92,17463.87,24879.79
CUCUMBERS,cmz52,2002,2500.29,0.00,2500.29
CURRANTS,cmz52,2002,20.62,0.00,20.62
EGGPLANT,cmz52,2002,4.11,0.00,4.11
"FIELD CROPS, OTHER",cmz52,2002,110.85,0.00,110.85
GARLIC,cmz52,2002,176.98,0.00,176.98
"GRASSES & LEGUMES, OTHER",cmz52,2002,327.66,0.00,327.66
GRASSES & LEGUMES TOTALS,cmz52,2002,45277.10,0.00,45277.10
GREENS,cmz52,2002,28.70,0.00,28.70
HAY,cmz52,2002,32876.96,31722.76,64599.72
HAY & HAYLAGE,cmz52,2002,45983.57,114181.71,160165.28
HAYLAGE,cmz52,2002,13136.94,32125.80,45262.74
HERBS,cmz52,2002,1.65,216.70,218.35
HOPS,cmz52,2002,1607.55,0.00,1607.55
LETTUCE,cmz52,2002,383.20,0.00,383.20
LOGANBERRIES,cmz52,2002,18.19,0.00,18.19
MELONS,cmz52,2002,52.05,0.00,52.05
MINT,cmz52,2002,0.00,2783.96,2783.96
MUSTARD,cmz52,2002,38.64,0.00,38.64
OATS,cmz52,2002,1582.55,3178.67,4761.22
OKRA,cmz52,2002,0.15,0.00,0.15
ONIONS,cmz52,2002,783.12,0.00,783.12
PEAS,cmz52,2002,0.00,237.36,237.36
PEPPERS,cmz52,2002,127.09,0.00,127.09
POTATOES,cmz52,2002,6001.83,4744.91,10746.74
PUMPKINS,cmz52,2002,1064.43,0.00,1064.43
RADISHES,cmz52,2002,241.86,0.00,241.86
RASPBERRIES,cmz52,2002,8000.74,0.00,8000.74
RHUBARB,cmz52,2002,608.37,0.00,608.37
RYE,cmz52,2002,282.50,0.00,282.50
SHORT TERM WOODY CROPS,cmz52,2002,55.92,0.00,55.92
SOD,cmz52,2002,1220.74,0.00,1220.74
SPINACH,cmz52,2002,177.25,0.00,177.25
SQUASH,cmz52,2002,605.54,0.00,605.54
STRAWBERRIES,cmz52,2002,1884.07,0.00,1884.07
SUGARBEETS,cmz52,2002,0.00,1139.88,1139.88
SWEET CORN,cmz52,2002,7632.26,0.00,7632.26
TOMATOES,cmz52,2002,144.74,0.00,144.74
"VEGETABLES, MIXED",cmz52,2002,78.49,0.00,78.49
"VEGETABLES, OTHER",cmz52,2002,287.14,0.00,287.14
VEGETABLE TOTALS,cmz52,2002,34101.13,0.00,34101.13
WHEAT,cmz52,2002,1864.28,19680.12,21544.40
ASPARAGUS,cmz53,2002,20.91,0.00,20.91
BARLEY,cmz53,2002,0.00,1376.94,1376.94
BEANS,cmz53,2002,0.00,11555.57,11555.57
BEETS,cmz53,2002,256.51,0.00,256.51
"BERRIES, OTHER",cmz53,2002,39.96,0.00,39.96
BERRY TOTALS,cmz53,2002,14694.91,0.00,14694.91
BLACKBERRIES,cmz53,2002,3524.41,0.00,3524.41
BLUEBERRIES,cmz53,2002,2780.15,0.00,2780.15
BOYSENBERRIES,cmz53,2002,395.23,0.00,395.23
BROCCOLI,cmz53,2002,539.85,0.00,539.85
BRUSSELS SPROUTS,cmz53,2002,0.90,0.00,0.90
CABBAGE,cmz53,2002,648.23,0.00,648.23
CARROTS,cmz53,2002,15.97,0.00,15.97
CAULIFLOWER,cmz53,2002,931.24,0.00,931.24
CELERY,cmz53,2002,38.10,0.00,38.10
CORN,cmz53,2002,9079.85,7895.11,16974.96
CUCUMBERS,cmz53,2002,1311.27,0.00,1311.27
CURRANTS,cmz53,2002,35.33,0.00,35.33
EGGPLANT,cmz53,2002,6.21,0.00,6.21
"FIELD CROPS, OTHER",cmz53,2002,0.00,124.80,124.80
GARLIC,cmz53,2002,167.07,0.00,167.07
"GRASSES & LEGUMES, OTHER",cmz53,2002,1187.50,0.00,1187.50
GRASSES & LEGUMES TOTALS,cmz53,2002,118404.76,0.00,118404.76
GREENS,cmz53,2002,37.80,0.00,37.80
HAY,cmz53,2002,5931.87,36821.63,42753.50
HAY & HAYLAGE,cmz53,2002,23472.74,125191.87,148664.61
HAYLAGE,cmz53,2002,6245.52,25233.80,31479.32
HERBS,cmz53,2002,1.35,181.49,182.84
HOPS,cmz53,2002,2985.45,0.00,2985.45
LETTUCE,cmz53,2002,266.97,0.00,266.97
LOGANBERRIES,cmz53,2002,25.04,0.00,25.04
MELONS,cmz53,2002,48.24,0.00,48.24
MINT,cmz53,2002,0.00,3340.92,3340.92
MUSTARD,cmz53,2002,30.30,0.00,30.30
OATS,cmz53,2002,227.45,8810.19,9037.64
ONIONS,cmz53,2002,1244.94,0.00,1244.94
PEAS,cmz53,2002,0.00,197.48,197.48
PEPPERS,cmz53,2002,183.09,0.00,183.09
POTATOES,cmz53,2002,1921.03,2341.68,4262.71
PUMPKINS,cmz53,2002,998.76,0.00,998.76
RADISHES,cmz53,2002,153.02,0.00,153.02
RASPBERRIES,cmz53,2002,4713.43,0.00,4713.43
RHUBARB,cmz53,2002,536.22,0.00,536.22
RYE,cmz53,2002,120.00,0.00,120.00
SHORT TERM WOODY CROPS,cmz53,2002,110.93,0.00,110.93
SOD,cmz53,2002,2603.02,0.00,2603.02
SPINACH,cmz53,2002,105.22,0.00,105.22
SQUASH,cmz53,2002,1005.54,0.00,1005.54
STRAWBERRIES,cmz53,2002,2509.66,0.00,2509.66
SUGARBEETS,cmz53,2002,0.00,1557.88,1557.88
SWEET CORN,cmz53,2002,16399.48,0.00,16399.48
TOMATOES,cmz53,2002,174.05,0.00,174.05
"VEGETABLES, MIXED",cmz53,2002,64.26,0.00,64.26
"VEGETABLES, OTHER",cmz53,2002,240.54,0.00,240.54
VEGETABLE TOTALS,cmz53,2002,49689.61,0.00,49689.61
WHEAT,cmz53,2002,934.53,26715.01,27649.54
ASPARAGUS,cmz54,2002,4.14,0.00,4.14
BARLEY,cmz54,2002,15.58,398.06,413.64
BEANS,cmz54,2002,0.00,2824.92,2824.92
BEETS,cmz54,2002,89.98,0.00,89.98
"BERRIES, OTHER",cmz54,2002,9.20,0.00,9.20
BERRY TOTALS,cmz54,2002,5403.71,0.00,5403.71
BLACKBERRIES,cmz54,2002,349.01,0.00,349.01
BLUEBERRIES,cmz54,2002,743.18,0.00,743.18
BOYSENBERRIES,cmz54,2002,56.42,0.00,56.42
BROCCOLI,cmz54,2002,5.12,0.00,5.12
CABBAGE,cmz54,2002,25.43,0.00,25.43
CARROTS,cmz54,2002,0.96,0.00,0.96
CAULIFLOWER,cmz54,2002,1.08,0.00,1.08
CELERY,cmz54,2002,0.18,0.00,0.18
CORN,cmz54,2002,3473.31,490.83,3964.14
CRANBERRIES,cmz54,2002,2181.85,0.00,2181.85
CUCUMBERS,cmz54,2002,14.36,0.00,14.36
EGGPLANT,cmz54,2002,1.54,0.00,1.54
"FIELD CROPS, OTHER",cmz54,2002,0.00,83.20,83.20
GARLIC,cmz54,2002,16.87,0.00,16.87
"GRASSES & LEGUMES, OTHER",cmz54,2002,1361.19,0.00,1361.19
GRASSES & LEGUMES TOTALS,cmz54,2002,81437.08,0.00,81437.08
GREENS,cmz54,2002,6.49,0.00,6.49
HAY,cmz54,2002,3108.92,14949.13,18058.05
HAY & HAYLAGE,cmz54,2002,15350.43,57729.21,73079.64
HAYLAGE,cmz54,2002,4344.41,7603.44,11947.85
HERBS,cmz54,2002,0.00,10.85,10.85
LETTUCE,cmz54,2002,25.26,0.00,25.26
LOGANBERRIES,cmz54,2002,0.54,0.00,0.54
MELONS,cmz54,2002,28.18,0.00,28.18
MINT,cmz54,2002,0.00,1278.21,1278.21
MUSTARD,cmz54,2002,2.16,0.00,2.16
OATS,cmz54,2002,110.40,4034.47,4144.87
ONIONS,cmz54,2002,19.18,0.00,19.18
PEAS,cmz54,2002,0.00,2.73,2.73
PEPPERS,cmz54,2002,16.14,0.00,16.14
POTATOES,cmz54,2002,22.69,0.08,22.77
PUMPKINS,cmz54,2002,93.49,0.00,93.49
RASPBERRIES,cmz54,2002,572.97,0.00,572.97
RHUBARB,cmz54,2002,84.12,0.00,84.12
SHORT TERM WOODY CROPS,cmz54,2002,29.78,0.00,29.78
SPINACH,cmz54,2002,0.36,0.00,0.36
SQUASH,cmz54,2002,435.54,0.00,435.54
STRAWBERRIES,cmz54,2002,328.76,0.00,328.76
SUGARBEETS,cmz54,2002,0.00,642.94,642.94
SWEET CORN,cmz54,2002,6351.59,0.00,6351.59
TOMATOES,cmz54,2002,58.44,0.00,58.44
"VEGETABLES, OTHER",cmz54,2002,16.37,0.00,16.37
VEGETABLE TOTALS,cmz54,2002,12262.70,0.00,12262.70
WHEAT,cmz54,2002,113.52,13111.28,13224.80
ASPARAGUS,cmz55,2002,7.12,0.00,7.12
BARLEY,cmz55,2002,2380.68,2575.73,4956.41
BEANS,cmz55,2002,0.00,0.88,0.88
BEETS,cmz55,2002,0.01,0.00,0.01
BERRY TOTALS,cmz55,2002,13.52,0.00,13.52
CORN,cmz55,2002,10948.63,9.60,10958.23
CUCUMBERS,cmz55,2002,0.21,0.00,0.21
"FIELD CROPS, OTHER",cmz55,2002,409.22,0.00,409.22
GARLIC,cmz55,2002,295.78,0.00,295.78
"GRASSES & LEGUMES, OTHER",cmz55,2002,880.80,0.00,880.80
GRASSES & LEGUMES TOTALS,cmz55,2002,7067.28,0.00,7067.28
HAY,cmz55,2002,116107.68,31586.49,147694.17
HAY & HAYLAGE,cmz55,2002,147149.26,28077.16,175226.42
HAYLAGE,cmz55,2002,4217.87,624.64,4842.51
HERBS,cmz55,2002,0.00,39.68,39.68
LETTUCE,cmz55,2002,0.01,0.00,0.01
MELONS,cmz55,2002,1.53,0.00,1.53
MINT,cmz55,2002,0.00,3286.30,3286.30
MUSTARD,cmz55,2002,56.64,0.00,56.64
OATS,cmz55,2002,192.11,377.93,570.04
ONIONS,cmz55,2002,1540.57,0.00,1540.57
PEAS,cmz55,2002,50.40,90.00,140.40
PEPPERS,cmz55,2002,1.32,0.00,1.32
POTATOES,cmz55,2002,5502.34,0.00,5502.34
PUMPKINS,cmz55,2002,5.89,0.00,5.89
RASPBERRIES,cmz55,2002,12.19,0.00,12.19
SOD,cmz55,2002,493.71,0.00,493.71
SQUASH,cmz55,2002,0.15,0.00,0.15
STRAWBERRIES,cmz55,2002,0.46,0.00,0.46
SUGARBEETS,cmz55,2002,5254.94,0.00,5254.94
SWEET CORN,cmz55,2002,247.09,0.00,247.09
TOMATOES,cmz55,2002,1.52,0.00,1.52
TURNIPS,cmz55,2002,4.20,0.00,4.20
VEGETABLE TOTALS,cmz55,2002,4554.81,0.00,4554.81
WHEAT,cmz55,2002,15945.08,25340.83,41285.91
ASPARAGUS,cmz56,2002,0.50,0.00,0.50
BARLEY,cmz56,2002,107.64,26.13,133.77
BEANS,cmz56,2002,0.00,3.91,3.91
BEETS,cmz56,2002,0.35,0.00,0.35
BERRY TOTALS,cmz56,2002,91.18,0.00,91.18
BLACKBERRIES,cmz56,2002,5.85,0.00,5.85
BLUEBERRIES,cmz56,2002,2.70,0.00,2.70
BROCCOLI,cmz56,2002,2.35,0.00,2.35
CAULIFLOWER,cmz56,2002,1.00,0.00,1.00
CORN,cmz56,2002,158.99,12.35,171.34
CRANBERRIES,cmz56,2002,54.08,0.00,54.08
CUCUMBERS,cmz56,2002,0.35,0.00,0.35
GARLIC,cmz56,2002,3.76,0.00,3.76
HAY,cmz56,2002,501.93,1100.13,1602.06
HAY & HAYLAGE,cmz56,2002,1527.57,4514.60,6042.17
HAYLAGE,cmz56,2002,669.57,870.69,1540.26
HERBS,cmz56,2002,0.00,8.95,8.95
LETTUCE,cmz56,2002,0.50,0.00,0.50
OATS,cmz56,2002,0.00,61.88,61.88
ONIONS,cmz56,2002,1.24,0.00,1.24
POTATOES,cmz56,2002,4.55,0.00,4.55
PUMPKINS,cmz56,2002,8.09,0.00,8.09
RASPBERRIES,cmz56,2002,4.05,0.00,4.05
RHUBARB,cmz56,2002,0.35,0.00,0.35
SHORT TERM WOODY CROPS,cmz56,2002,5.60,0.00,5.60
SQUASH,cmz56,2002,1.96,0.00,1.96
STRAWBERRIES,cmz56,2002,5.31,0.00,5.31
SWEET CORN,cmz56,2002,298.50,0.00,298.50
TOMATOES,cmz56,2002,2.94,0.00,2.94
"VEGETABLES, MIXED",cmz56,2002,1.95,0.00,1.95
VEGETABLE TOTALS,cmz56,2002,349.29,0.00,349.29
BARLEY,cmz68,2002,3654.08,76.12,3730.20
CORN,cmz68,2002,30.47,0.00,30.47
HAY,cmz68,2002,31191.43,1432.11,32623.54
HAY & HAYLAGE,cmz68,2002,33316.24,1444.41,34760.65
HAYLAGE,cmz68,2002,246.80,0.00,246.80
OATS,cmz68,2002,142.18,0.00,142.18
POTATOES,cmz68,2002,649.40,0.00,649.40
WHEAT,cmz68,2002,944.32,0.00,944.32
ASPARAGUS,cmz71,2002,0.74,0.00,0.74
BARLEY,cmz71,2002,160.08,49.18,209.26
BEANS,cmz71,2002,0.00,49.63,49.63
BEETS,cmz71,2002,7.70,0.00,7.70
BERRY TOTALS,cmz71,2002,1893.87,0.00,1893.87
BLACKBERRIES,cmz71,2002,9.67,0.00,9.67
BLUEBERRIES,cmz71,2002,24.53,0.00,24.53
BOYSENBERRIES,cmz71,2002,0.45,0.00,0.45
BROCCOLI,cmz71,2002,2.98,0.00,2.98
CABBAGE,cmz71,2002,0.05,0.00,0.05
CAULIFLOWER,cmz71,2002,1.26,0.00,1.26
CELERY,cmz71,2002,0.05,0.00,0.05
CORN,cmz71,2002,430.39,68.40,498.79
CRANBERRIES,cmz71,2002,1641.08,0.00,1641.08
CUCUMBERS,cmz71,2002,1.65,0.00,1.65
EGGPLANT,cmz71,2002,0.16,0.00,0.16
GARLIC,cmz71,2002,6.29,0.00,6.29
"GRASSES & LEGUMES, OTHER",cmz71,2002,0.90,0.00,0.90
GRASSES & LEGUMES TOTALS,cmz71,2002,2230.60,0.00,2230.60
HAY,cmz71,2002,1120.92,4182.77,5303.69
HAY & HAYLAGE,cmz71,2002,6454.32,18949.72,25404.04
HAYLAGE,cmz71,2002,3012.46,3980.33,6992.79
HERBS,cmz71,2002,0.00,10.67,10.67
LETTUCE,cmz71,2002,6.35,0.00,6.35
LOGANBERRIES,cmz71,2002,0.15,0.00,0.15
MELONS,cmz71,2002,3.42,0.00,3.42
MINT,cmz71,2002,0.00,104.80,104.80
MUSTARD,cmz71,2002,0.60,0.00,0.60
OATS,cmz71,2002,0.00,121.26,121.26
ONIONS,cmz71,2002,2.38,0.00,2.38
PEAS,cmz71,2002,0.00,0.08,0.08
PEPPERS,cmz71,2002,1.69,0.00,1.69
POTATOES,cmz71,2002,14.70,0.00,14.70
PUMPKINS,cmz71,2002,32.59,0.00,32.59
RASPBERRIES,cmz71,2002,7.94,0.00,7.94
RHUBARB,cmz71,2002,0.13,0.00,0.13
SHORT TERM WOODY CROPS,cmz71,2002,2.79,0.00,2.79
SPINACH,cmz71,2002,0.10,0.00,0.10
SQUASH,cmz71,2002,10.70,0.00,10.70
STRAWBERRIES,cmz71,2002,12.77,0.00,12.77
SUGARBEETS,cmz71,2002,0.00,54.70,54.70
SWEET CORN,cmz71,2002,1088.95,0.00,1088.95
TOMATOES,cmz71,2002,7.33,0.00,7.33
"VEGETABLES, MIXED",cmz71,2002,2.90,0.00,2.90
"VEGETABLES, OTHER",cmz71,2002,1.99,0.00,1.99
VEGETABLE TOTALS,cmz71,2002,1305.17,0.00,1305.17
WHEAT,cmz71,2002,0.00,138.25,138.25
ASPARAGUS,cmz08,2007,5.02,0.00,5.02
BARLEY,cmz08,2007,148694.02,189959.52,338653.54
BEANS,cmz08,2007,0.00,563.39,563.39
BEETS,cmz08,2007,5.87,0.00,5.87
BLACKBERRIES,cmz08,2007,3.84,0.00,3.84
BLUEBERRIES,cmz08,2007,0.95,0.00,0.95
BROCCOLI,cmz08,2007,7.37,0.00,7.37
CABBAGE,cmz08,2007,7.70,0.00,7.70
CANOLA,cmz08,2007,1547.35,9255.19,10802.54
CARROTS,cmz08,2007,334.67,0.00,334.67
CAULIFLOWER,cmz08,2007,1.86,0.00,1.86
CORN,cmz08,2007,19867.86,709.93,20577.79
CUCUMBERS,cmz08,2007,17.27,0.00,17.27
DILL,cmz08,2007,308.00,0.00,308.00
EGGPLANT,cmz08,2007,0.30,0.00,0.30
ESCAROLE & ENDIVE,cmz08,2007,0.01,0.00,0.01
"FIELD CROPS, OTHER",cmz08,2007,113.55,1810.49,1924.04
GARLIC,cmz08,2007,25.61,0.00,25.61
"GRASSES & LEGUMES, OTHER",cmz08,2007,3249.14,0.00,3249.14
GRASSES & LEGUMES TOTALS,cmz08,2007,51672.04,0.00,51672.04
GREENS,cmz08,2007,0.01,0.00,0.01
HAY,cmz08,2007,765406.21,412095.82,1177502.03
HAY & HAYLAGE,cmz08,2007,894712.49,384544.06,1279256.55
HAYLAGE,cmz08,2007,17588.95,11448.95,29037.90
HERBS,cmz08,2007,0.00,5.98,5.98
LENTILS,cmz08,2007,0.00,19743.77,19743.77
LETTUCE,cmz08,2007,20.76,0.00,20.76
MELONS,cmz08,2007,289.10,0.00,289.10
MINT,cmz08,2007,0.00,5296.20,5296.20
MUSTARD,cmz08,2007,489.82,0.00,489.82
OATS,cmz08,2007,4709.59,10105.38,14814.97
ONIONS,cmz08,2007,1135.36,0.00,1135.36
PEAS,cmz08,2007,2170.65,24557.48,26728.13
PEPPERS,cmz08,2007,6.85,0.00,6.85
POTATOES,cmz08,2007,0.00,40523.66,40523.66
PUMPKINS,cmz08,2007,24.44,0.00,24.44
RADISHES,cmz08,2007,1.72,0.00,1.72
RAPESEED,cmz08,2007,545.62,0.00,545.62
RASPBERRIES,cmz08,2007,22.52,0.00,22.52
RHUBARB,cmz08,2007,0.86,0.00,0.86
SAFFLOWER,cmz08,2007,0.00,92.54,92.54
SOD,cmz08,2007,287.80,0.00,287.80
SPINACH,cmz08,2007,4.47,0.00,4.47
SQUASH,cmz08,2007,77.09,0.00,77.09
STRAWBERRIES,cmz08,2007,18.96,0.00,18.96
SUGARBEETS,cmz08,2007,6662.94,11.28,6674.22
SWEET CORN,cmz08,2007,1069.83,0.00,1069.83
TOMATOES,cmz08,2007,39.88,0.00,39.88
TRITICALE,cmz08,2007,0.00,1193.57,1193.57
"VEGETABLES, OTHER",cmz08,2007,19.32,0.00,19.32
VEGETABLE TOTALS,cmz08,2007,63677.86,0.00,63677.86
WHEAT,cmz08,2007,33486.93,389177.11,422664.04
BARLEY,cmz10,2007,186641.27,75936.82,262578.09
BEANS,cmz10,2007,0.00,2.00,2.00
CARROTS,cmz10,2007,1.00,0.00,1.00
CORN,cmz10,2007,40995.06,0.00,40995.06
HAY,cmz10,2007,275737.11,32529.00,308266.11
HAY & HAYLAGE,cmz10,2007,290354.20,36879.62,327233.82
HAYLAGE,cmz10,2007,11258.20,1033.40,12291.60
MELONS,cmz10,2007,1.00,0.00,1.00
MUSTARD,cmz10,2007,50.02,0.00,50.02
OATS,cmz10,2007,1329.81,796.40,2126.21
ONIONS,cmz10,2007,1.00,0.00,1.00
PEAS,cmz10,2007,90.25,0.00,90.25
POTATOES,cmz10,2007,0.00,193788.43,193788.43
PUMPKINS,cmz10,2007,5.94,0.00,5.94
RASPBERRIES,cmz10,2007,8.87,0.00,8.87
SAFFLOWER,cmz10,2007,0.91,2396.30,2397.21
SOD,cmz10,2007,262.20,0.00,262.20
SQUASH,cmz10,2007,4.00,0.00,4.00
SUGARBEETS,cmz10,2007,57641.89,0.00,57641.89
SWEET CORN,cmz10,2007,506.24,0.00,506.24
TOMATOES,cmz10,2007,4.27,0.00,4.27
"VEGETABLES, OTHER",cmz10,2007,5.00,0.00,5.00
VEGETABLE TOTALS,cmz10,2007,231159.75,0.00,231159.75
WHEAT,cmz10,2007,120075.49,67348.52,187424.01
ASPARAGUS,cmz11,2007,25.28,0.00,25.28
BARLEY,cmz11,2007,63741.13,6687.33,70428.46
BEANS,cmz11,2007,0.00,5.50,5.50
CANOLA,cmz11,2007,18.86,0.00,18.86
CARROTS,cmz11,2007,1.92,0.00,1.92
CORN,cmz11,2007,197645.73,14.20,197659.93
CUCUMBERS,cmz11,2007,5.09,0.00,5.09
EGGPLANT,cmz11,2007,0.79,0.00,0.79
"FIELD CROPS, OTHER",cmz11,2007,251.00,3.85,254.85
"GRASSES & LEGUMES, OTHER",cmz11,2007,11.52,0.00,11.52
GRASSES & LEGUMES TOTALS,cmz11,2007,10731.34,0.00,10731.34
HAY,cmz11,2007,233980.51,70358.97,304339.48
HAY & HAYLAGE,cmz11,2007,309886.64,29935.92,339822.56
HAYLAGE,cmz11,2007,47850.29,263.25,48113.54
MELONS,cmz11,2007,27.56,0.00,27.56
MINT,cmz11,2007,0.00,9290.18,9290.18
OATS,cmz11,2007,1390.51,3.85,1394.36
ONIONS,cmz11,2007,7528.42,0.00,7528.42
PEAS,cmz11,2007,2381.60,1078.32,3459.92
PEPPERS,cmz11,2007,1.79,0.00,1.79
POTATOES,cmz11,2007,0.00,61716.25,61716.25
PUMPKINS,cmz11,2007,155.68,0.00,155.68
RASPBERRIES,cmz11,2007,9.17,0.00,9.17
SOD,cmz11,2007,1254.01,0.00,1254.01
SQUASH,cmz11,2007,19.97,0.00,19.97
SUGARBEETS,cmz11,2007,78954.75,0.00,78954.75
SWEET CORN,cmz11,2007,9868.94,0.00,9868.94
TOMATOES,cmz11,2007,13.17,0.00,13.17
TRITICALE,cmz11,2007,954.56,330.67,1285.23
"VEGETABLES, OTHER",cmz11,2007,2.90,0.00,2.90
VEGETABLE TOTALS,cmz11,2007,79587.08,0.00,79587.08
WHEAT,cmz11,2007,67671.23,4836.42,72507.65
BARLEY,cmz25,2007,24835.61,1142.47,25978.08
BEANS,cmz25,2007,0.00,1.08,1.08
CANOLA,cmz25,2007,22.14,0.00,22.14
